"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28679-40819","PF","Jarell","Jarell Martin","Martin","16.90547911761558","73","3700","ORL@PHI","ORL","PHI","","","","",""
"28679-23447","PF","Richaun","Richaun Holmes","Holmes","16.202083587646484","48","3700","SAC@PHO","PHO","SAC","","","","",""
"28679-14515","SG","Iman","Iman Shumpert","Shumpert","11.335714067731585","14","3700","SAC@PHO","SAC","PHO","GTD","Foot","","",""
"28679-84703","PG","De'Anthony","De'Anthony Melton","Melton","0","0","3700","SAC@PHO","PHO","SAC","","","","",""
"28679-17747","SG","Ian","Ian Clark","Clark","12.708108438027871","74","3600","NO@ATL","NO","ATL","","","","",""
"28679-9615","SG","Courtney","Courtney Lee","Lee","21.826316431949014","76","3600","NY@WAS","NY","WAS","GTD","Neck","","",""
"28679-9648","SF","Jeff","Jeff Green","Green","18.457691681690704","78","3600","NY@WAS","WAS","NY","","","","",""
"28679-84672","SG","Zhaire","Zhaire Smith","Smith","0","0","3600","ORL@PHI","PHI","ORL","O","Foot","","",""
"28679-16081","C","Khem","Khem Birch","Birch","12.666666666666666","42","3600","ORL@PHI","ORL","PHI","","","","",""
"28679-18393","PG","T.J.","T.J. McConnell","McConnell","18.482894094366777","76","3600","ORL@PHI","PHI","ORL","","","","",""
"28679-14554","SG","E'Twaun","E'Twaun Moore","Moore","21.415853360804118","82","3600","NO@ATL","NO","ATL","","","","",""
"28679-84704","SG","Kevin","Kevin Huerter","Huerter","0","0","3600","NO@ATL","ATL","NO","","","","",""
"28679-19456","PG","Isaiah","Isaiah Canaan","Canaan","18.1","20","3500","SAC@PHO","PHO","SAC","GTD","Ankle","","",""
"28679-96775","PF","Norvel","Norvel Pelle","Pelle","0","0","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-9483","C","Joakim","Joakim Noah","Noah","6.114285605294364","7","3500","NY@WAS","NY","WAS","","","","",""
"28679-23826","PF","Alex","Alex Poythress","Poythress","2.3760000610351564","25","3500","NO@ATL","ATL","NO","","","","",""
"28679-16405","SG","Terrence","Terrence Ross","Ross","18.400000254313152","24","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-48668","PG","Troy","Troy Caupain","Caupain","0","0","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-23581","PF","Amile","Amile Jefferson","Jefferson","0","0","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-66091","PF","Cheick","Cheick Diallo","Diallo","11.609615619365986","52","3500","NO@ATL","NO","ATL","","","","",""
"28679-85290","SG","Garlon","Garlon Green","Green","0","0","3500","NO@ATL","NO","ATL","","","","",""
"28679-48940","SF","Wesley","Wesley Iwundu","Iwundu","9.417742329259072","62","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-41269","PG","Demetrius","Demetrius Jackson","Jackson","3.3933334350585938","15","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-41272","SG","Jamel","Jamel Artis","Artis","10.440000406901042","15","3500","SAC@PHO","SAC","PHO","","","","",""
"28679-85305","PF","Kenrich","Kenrich Williams","Williams","0","0","3500","NO@ATL","NO","ATL","","","","",""
"28679-15417","SF","Solomon","Solomon Hill","Hill","10.016666412353516","12","3500","NO@ATL","NO","ATL","","","","",""
"28679-23097","SF","Tomas","Tomas Satoransky","Satoransky","18.484931841288528","73","3500","NY@WAS","WAS","NY","","","","",""
"28679-66104","PG","Isaiah","Isaiah Briscoe","Briscoe","0","0","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-82744","SG","Shaquille","Shaquille Harrison","Harrison","16.726087487262227","23","3500","SAC@PHO","PHO","SAC","","","","",""
"28679-16188","SF","Anthony","Anthony Brown","Brown","4.5","1","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-66109","PF","Skal","Skal Labissiere","Labissiere","18.780000813802083","60","3500","SAC@PHO","SAC","PHO","","","","",""
"28679-40255","SG","Davon","Davon Reed","Reed","7.3952382405598955","21","3500","SAC@PHO","PHO","SAC","","","","",""
"28679-12354","C","Cole","Cole Aldrich","Aldrich","2.0238095238095237","21","3500","NO@ATL","ATL","NO","","","","",""
"28679-16197","SG","Chasson","Chasson Randle","Randle","9.246153611403246","26","3500","NY@WAS","WAS","NY","","","","",""
"28679-20805","SG","Troy","Troy Daniels","Daniels","12.207595245747626","79","3500","SAC@PHO","PHO","SAC","","","","",""
"28679-84808","SG","Jaylen","Jaylen Adams","Adams","0","0","3500","NO@ATL","ATL","NO","","","","",""
"28679-9804","C","Alexis","Alexis Ajinca","Ajinca","13.651282677283653","39","3500","NO@ATL","NO","ATL","O","Knee","","",""
"28679-9810","PG","Jerryd","Jerryd Bayless","Bayless","13.461538461538462","39","3500","ORL@PHI","PHI","ORL","GTD","Knee","","",""
"28679-58457","SF","Devin","Devin Robinson","Robinson","11","1","3500","NY@WAS","WAS","NY","","","","",""
"28679-84827","SG","Allonzo","Allonzo Trier","Trier","0","0","3500","NY@WAS","NY","WAS","","","","",""
"28679-16230","SG","Jordan","Jordan McRae","McRae","7.208108438027872","37","3500","NY@WAS","WAS","NY","","","","",""
"28679-9580","PF","Darrell","Darrell Arthur","Arthur","5.447368421052632","19","3500","SAC@PHO","PHO","SAC","","","","",""
"28679-15730","PF","Thomas","Thomas Robinson","Robinson","12.793749491373697","48","3500","NO@ATL","ATL","NO","","","","",""
"28679-41083","PF","Luke","Luke Kornet","Kornet","15.189999389648438","20","3500","NY@WAS","NY","WAS","","","","",""
"28679-23676","SG","Damyean","Damyean Dotson","Dotson","8.0522724498402","44","3500","NY@WAS","NY","WAS","","","","",""
"28679-9862","PF","Amir","Amir Johnson","Johnson","15.216216216216216","74","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-12424","C","Timofey","Timofey Mozgov","Mozgov","9.229032454952117","31","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-15762","SF","Darius","Darius Miller","Miller","13.1256103515625","82","3500","NO@ATL","NO","ATL","O","Biceps","","",""
"28679-101266","SG","Cameron","Cameron Reynolds","Reynolds","0","0","3500","SAC@PHO","SAC","PHO","","","","",""
"28679-9631","C","Emeka","Emeka Okafor","Okafor","13.692307692307692","26","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-85150","SG","Trevon","Trevon Bluiett","Bluiett","0","0","3500","NO@ATL","NO","ATL","","","","",""
"28679-42661","PF","Noah","Noah Vonleh","Vonleh","14.170370596426505","54","3500","NY@WAS","NY","WAS","","","","",""
"28679-42662","SF","Troy","Troy Williams","Williams","13.600000290643601","21","3500","NO@ATL","NO","ATL","","","","",""
"28679-70826","SG","Furkan","Furkan Korkmaz","Korkmaz","3.5142857687813893","14","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-58800","SG","Daniel","Daniel Hamilton","Hamilton","5.166666666666667","6","3500","NO@ATL","ATL","NO","O","Shoulder","","",""
"28679-58289","PG","Kadeem","Kadeem Allen","Allen","3.1222222646077475","18","3500","NY@WAS","NY","WAS","","","","",""
"28679-49336","SF","DeAndre'","DeAndre' Bembry","Bembry","13.38076899601863","26","3500","NO@ATL","ATL","NO","GTD","Wrist","","",""
"28679-80824","SG","Frank","Frank Jackson","Jackson","0","0","3500","NO@ATL","NO","ATL","","","","",""
"28679-48570","PF","Isaiah","Isaiah Hicks","Hicks","8.622222052680122","18","3500","NY@WAS","NY","WAS","","","","",""
"28679-84668","SF","Troy","Troy Brown","Brown","0","0","3500","NY@WAS","WAS","NY","","","","",""
"28679-23744","SG","Justin","Justin Anderson","Anderson","11.450000160618833","38","3500","NO@ATL","ATL","NO","O","Leg","","",""
"28679-22727","SG","Ron","Ron Baker","Baker","8.810344827586206","29","3500","NY@WAS","NY","WAS","GTD","Shoulder","","",""
"28679-14540","SG","Darius","Darius Morris","Morris","0","0","3500","NO@ATL","NO","ATL","","","","",""
"28679-58574","PF","Jonah","Jonah Bolden","Bolden","0","0","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-84687","SF","George","George King","King","0","0","3500","SAC@PHO","PHO","SAC","","","","",""
"28679-84686","PG","Elie","Elie Okobo","Okobo","0","0","3500","SAC@PHO","PHO","SAC","","","","",""
"28679-23248","SG","RJ","RJ Hunter","Hunter","7.3","5","3500","NO@ATL","ATL","NO","","","","",""
"28679-84691","SG","Shake","Shake Milton","Milton","0","0","3500","ORL@PHI","PHI","ORL","GTD","Back","","",""
"28679-101333","SF","Devin","Devin Davis","Davis","0","0","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-14549","PF","Lavoy","Lavoy Allen","Allen","10.201639144147029","61","3500","NY@WAS","WAS","NY","","","","",""
"28679-101332","SG","Braian","Braian Angola-Rodas","Angola-Rodas","0","0","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-49114","PG","Frank","Frank Mason","Mason","16.471153846153847","52","3500","SAC@PHO","SAC","PHO","","","","",""
"28679-16859","SF","Lance","Lance Thomas","Thomas","9.123287671232877","73","3500","NY@WAS","NY","WAS","","","","",""
"28679-85466","PF","Wenyen","Wenyen Gabriel","Gabriel","0","0","3500","SAC@PHO","SAC","PHO","","","","",""
"28679-23772","PG","Yogi","Yogi Ferrell","Ferrell","19.259756693025913","82","3500","SAC@PHO","SAC","PHO","","","","",""
"28679-84705","PF","Omari","Omari Spellman","Spellman","0","0","3500","NO@ATL","ATL","NO","O","Lower leg","","",""
"28679-9953","C","Ian","Ian Mahinmi","Mahinmi","12.4532470703125","77","3500","NY@WAS","WAS","NY","","","","",""
"28679-17894","PF","Mike","Mike Muscala","Muscala","16.78301886792453","53","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-15591","C","Miles","Miles Plumlee","Plumlee","11.929090465198863","55","3500","NO@ATL","ATL","NO","","","","",""
"28679-9968","SG","Jodie","Jodie Meeks","Meeks","10.457143015675731","77","3500","NY@WAS","WAS","NY","O","Suspension","","",""
"28679-67312","C","Thomas","Thomas Bryant","Bryant","3.8933334350585938","15","3500","NY@WAS","WAS","NY","","","","",""
"28679-84720","SF","Melvin","Melvin Frazier","Frazier","0","0","3500","ORL@PHI","ORL","PHI","","","","",""
"28679-84724","PG","Landry","Landry Shamet","Shamet","0","0","3500","ORL@PHI","PHI","ORL","","","","",""
"28679-97018","PG","Chris","Chris Chiozza","Chiozza","0","0","3500","NY@WAS","WAS","NY","","","","",""
