"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28859-101329","SG","Kendrick","Kendrick Nunn","Nunn","0","0","3500","OKC@GS","GS","OKC","","","","",""
"28859-9810","PG","Jerryd","Jerryd Bayless","Bayless","13.461538461538462","39","3500","PHI@BOS","PHI","BOS","O","Knee","","",""
"28859-84691","SG","Shake","Shake Milton","Milton","0","0","3500","PHI@BOS","PHI","BOS","GTD","Back","","",""
"28859-85587","C","Tyler","Tyler Davis","Davis","0","0","3500","OKC@GS","OKC","GS","","","","",""
"28859-85586","PF","Marcus","Marcus Derrickson","Derrickson","0","0","3500","OKC@GS","GS","OKC","","","","",""
"28859-48598","SF","Semi","Semi Ojeleye","Ojeleye","6.413698797356592","73","3500","PHI@BOS","BOS","PHI","","","","",""
"28859-84697","SG","Jacob","Jacob Evans","Evans","0","0","3500","OKC@GS","GS","OKC","","","","",""
"28859-84699","SG","Hamidou","Hamidou Diallo","Diallo","0","0","3500","OKC@GS","OKC","GS","","","","",""
"28859-15582","PG","Quinn","Quinn Cook","Cook","16.69394013375947","33","3500","OKC@GS","GS","OKC","","","","",""
"28859-58463","PG","Tyler","Tyler Ulis","Ulis","18.001408106844192","71","3500","OKC@GS","GS","OKC","","","","",""
"28859-17894","C","Mike","Mike Muscala","Muscala","16.78301886792453","53","3500","PHI@BOS","PHI","BOS","","","","",""
"28859-9962","PF","Jonas","Jonas Jerebko","Jerebko","11.732432597392314","74","3500","OKC@GS","GS","OKC","","","","",""
"28859-85106","SG","Deonte","Deonte Burton","Burton","0","0","3500","OKC@GS","OKC","GS","","","","",""
"28859-84724","PG","Landry","Landry Shamet","Shamet","0","0","3500","PHI@BOS","PHI","BOS","","","","",""
"28859-81529","PF","Daniel","Daniel Theis","Theis","14.631745837983631","63","3500","PHI@BOS","BOS","PHI","","","","",""
"28859-23294","SF","Danuel","Danuel House","House","13.421739661175272","23","3500","OKC@GS","GS","OKC","","","","",""
