"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28806-9624","PG","Darren","Darren Collison","Collison","26.892753269361414","69","5100","IND@HOU","IND","HOU","","","","",""
"28806-9455","PG","Rajon","Rajon Rondo","Rondo","26.809230393629807","65","5000","SAC@LAL","LAL","SAC","O","Rest","","",""
"28806-9587","SF","Michael","Michael Beasley","Beasley","23.666216876055742","74","4900","SAC@LAL","LAL","SAC","","","","",""
"28806-84679","PF","Marvin","Marvin Bagley III","Bagley III","0","0","4800","SAC@LAL","SAC","LAL","","","","",""
"28806-9579","PF","Zach","Zach Randolph","Randolph","26.506780074814618","59","4800","SAC@LAL","SAC","LAL","","","","",""
"28806-58134","SF","Justin","Justin Jackson","Jackson","12.814706241383272","68","4700","SAC@LAL","SAC","LAL","","","","",""
"28806-12368","PF","Nemanja","Nemanja Bjelica","Bjelica","15.788060430270523","67","4400","SAC@LAL","SAC","LAL","GTD","Knee","","",""
"28806-14530","SF","Bojan","Bojan Bogdanovic","Bogdanovic","21.58125","80","4300","IND@HOU","IND","HOU","","","","",""
"28806-9739","C","JaVale","JaVale McGee","McGee","11.835384427584135","65","4200","SAC@LAL","LAL","SAC","","","","",""
"28806-23407","SF","PJ","PJ Tucker","Tucker","17.108536883098324","82","4100","IND@HOU","HOU","IND","O","Back","","",""
"28806-40562","SG","Josh","Josh Hart","Hart","16.99365040612599","63","4100","SAC@LAL","LAL","SAC","","","","",""
"28806-12369","SG","Lance","Lance Stephenson","Stephenson","20.430488400342988","82","4000","SAC@LAL","LAL","SAC","","","","",""
"28806-9731","C","Kosta","Kosta Koufos","Koufos","19.223944005831868","71","3900","SAC@LAL","SAC","LAL","O","Hamstring","","",""
"28806-80819","PF","Harry","Harry Giles III","Giles III","0","0","3900","SAC@LAL","SAC","LAL","","","","",""
"28806-67707","PF","Marquese","Marquese Chriss","Chriss","19.59027777777778","72","3900","IND@HOU","HOU","IND","","","","",""
"28806-17384","C","Kyle","Kyle O'Quinn","O'Quinn","21.467532467532468","77","3800","IND@HOU","IND","HOU","","","","",""
"28806-9512","C","","Nene","Nene","13.571154080904448","52","3700","IND@HOU","HOU","IND","GTD","Calf","","",""
"28806-14515","SG","Iman","Iman Shumpert","Shumpert","11.335714067731585","14","3700","SAC@LAL","SAC","LAL","GTD","Foot","","",""
"28806-15727","SG","Ben","Ben McLemore","McLemore","13.630356924874443","56","3700","SAC@LAL","SAC","LAL","","","","",""
"28806-9849","SG","Gerald","Gerald Green","Green","19.026828672827744","41","3600","IND@HOU","HOU","IND","","","","",""
"28806-55058","SF","Bruno","Bruno Caboclo","Caboclo","6.283333460489909","12","3500","IND@HOU","HOU","IND","","","","",""
"28806-101266","SG","Cameron","Cameron Reynolds","Reynolds","0","0","3500","SAC@LAL","SAC","LAL","","","","",""
"28806-16411","SG","CJ","CJ Wilcox","Wilcox","2.5636364329944956","22","3500","IND@HOU","IND","HOU","O","Achilles","","",""
"28806-58270","PG","Edmond","Edmond Sumner","Sumner","3.200000047683716","1","3500","IND@HOU","IND","HOU","","","","",""
"28806-14506","PG","Brandon","Brandon Knight","Knight","17.39999954788773","54","3500","IND@HOU","HOU","IND","O","Knee","","",""
"28806-16298","SF","Travis","Travis Wear","Wear","8.947059182559743","17","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-70827","C","Ivica","Ivica Zubac","Zubac","9.048837351244549","43","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-23981","PG","Alex","Alex Caruso","Caruso","10.31081081081081","37","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-70830","PF","Zhou","Zhou Qi","Qi","4.966666751437717","18","3500","IND@HOU","HOU","IND","GTD","Ankle","","",""
"28806-80818","PF","TJ","TJ Leaf","Leaf","5.375471582952535","53","3500","IND@HOU","IND","HOU","","","","",""
"28806-85174","SG","Elijah","Elijah Stewart","Stewart","0","0","3500","IND@HOU","IND","HOU","","","","",""
"28806-41272","SG","Jamel","Jamel Artis","Artis","10.440000406901042","15","3500","SAC@LAL","SAC","LAL","","","","",""
"28806-80825","PF","Isaiah","Isaiah Hartenstein","Hartenstein","0","0","3500","IND@HOU","HOU","IND","GTD","Ankle","","",""
"28806-80826","PF","Ike","Ike Anigbogu","Anigbogu","3.0727272033691406","11","3500","IND@HOU","IND","HOU","","","","",""
"28806-66109","PF","Skal","Skal Labissiere","Labissiere","18.780000813802083","60","3500","SAC@LAL","SAC","LAL","","","","",""
"28806-14529","PG","Cory","Cory Joseph","Joseph","19.04390214129192","82","3500","IND@HOU","IND","HOU","","","","",""
"28806-40264","SF","Ben","Ben Moore","Moore","1.350000023841858","2","3500","IND@HOU","IND","HOU","","","","",""
"28806-16201","PG","Michael","Michael Carter-Williams","Carter-Williams","13.99230722280649","52","3500","IND@HOU","HOU","IND","","","","",""
"28806-101323","SG","Jeffrey","Jeffrey Carroll","Carroll","0","0","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-101322","PG","Joel","Joel Berry II","Berry II","0","0","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-18256","SF","Doug","Doug McDermott","McDermott","12.808641975308642","81","3500","IND@HOU","IND","HOU","","","","",""
"28806-85585","SG","Rob","Rob Gray","Gray","0","0","3500","IND@HOU","HOU","IND","","","","",""
"28806-101331","PF","Gary","Gary Clark","Clark","0","0","3500","IND@HOU","HOU","IND","","","","",""
"28806-17491","SF","James","James Ennis III","Ennis III","14.24027845594618","72","3500","IND@HOU","HOU","IND","","","","",""
"28806-49114","PG","Frank","Frank Mason","Mason","16.471153846153847","52","3500","SAC@LAL","SAC","LAL","","","","",""
"28806-85466","PF","Wenyen","Wenyen Gabriel","Gabriel","0","0","3500","SAC@LAL","SAC","LAL","","","","",""
"28806-23772","PG","Yogi","Yogi Ferrell","Ferrell","19.259756693025913","82","3500","SAC@LAL","SAC","LAL","","","","",""
"28806-84713","SG","Sviatoslav","Sviatoslav Mykhailiuk","Mykhailiuk","0","0","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-84712","SF","Vincent","Vincent Edwards","Edwards","0","0","3500","IND@HOU","HOU","IND","","","","",""
"28806-84714","C","Moritz","Moritz Wagner","Wagner","0","0","3500","SAC@LAL","LAL","SAC","O","Knee","","",""
"28806-84719","PG","Aaron","Aaron Holiday","Holiday","0","0","3500","IND@HOU","IND","HOU","","","","",""
"28806-84718","PF","Alize","Alize Johnson","Johnson","0","0","3500","IND@HOU","IND","HOU","","","","",""
"28806-16625","SF","Omari","Omari Johnson","Johnson","12.175000190734863","4","3500","IND@HOU","IND","HOU","","","","",""
"28806-84722","SF","Isaac","Isaac Bonga","Bonga","0","0","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-85241","PF","Johnathan","Johnathan Williams","Williams","0","0","3500","SAC@LAL","LAL","SAC","","","","",""
"28806-101372","SF","Taren","Taren Sullivan","Sullivan","0","0","0","SAC@LAL","SAC","LAL","","","","",""
